"tip.id","tip.label","tip.state","par.id","par.state","par.lik"
1,"Canada/fake_164/2021/EPI_ISL_FAKE_164/2021-02-06","Canada_Ontario",203,"Canada_Ontario",0.920343284803882
2,"Canada/fake_167/2021/EPI_ISL_FAKE_167/2021-02-06","Canada_Ontario",203,"Canada_Ontario",0.920343284803882
3,"Canada/fake_169/2021/EPI_ISL_FAKE_169/2021-02-07","Canada_Ontario",205,"Canada_Quebec",0.431895599053603
7,"Canada/fake_115/2021/EPI_ISL_FAKE_115/2021-01-22","Canada_Manitoba",204,"Portugal",0.890158570619071
8,"Canada/fake_146/2021/EPI_ISL_FAKE_146/2021-02-01","Canada_Ontario",208,"Canada_Quebec",0.895118399200965
9,"Canada/fake_48/2020/EPI_ISL_FAKE_48/2020-12-12","Canada_Quebec",207,"Canada_Quebec",0.895118404958802
10,"Canada/fake_53/2020/EPI_ISL_FAKE_53/2020-12-14","Canada_Quebec",209,"Canada_Quebec",0.898381699915164
11,"Canada/fake_127/2021/EPI_ISL_FAKE_127/2021-01-25","Canada_Ontario",210,"Canada_Ontario",0.554202389148254
13,"Canada/fake_67/2020/EPI_ISL_FAKE_67/2020-12-26","Canada_Quebec",211,"Canada_Quebec",0.431895692622279
14,"Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07","Canada_Nova Scotia",212,"Canada_Quebec",0.43189565342348
15,"Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01","Canada_British Columbia",199,"Canada_British Columbia",0.984580053078377
16,"Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13","Canada_British Columbia",199,"Canada_British Columbia",0.984580053078377
18,"Canada/fake_83/2021/EPI_ISL_FAKE_83/2021-01-07","Canada_Ontario",215,"Canada_Ontario",0.339051533067344
19,"Canada/fake_87/2021/EPI_ISL_FAKE_87/2021-01-08","Canada_Alberta",215,"Canada_Ontario",0.339051533067344
22,"Canada/fake_57/2020/EPI_ISL_FAKE_57/2020-12-17","Canada_Quebec",218,"Canada_Quebec",0.513376691115572
23,"Canada/fake_166/2021/EPI_ISL_FAKE_166/2021-02-06","Canada_Ontario",218,"Canada_Quebec",0.513376691115572
24,"Canada/fake_55/2020/EPI_ISL_FAKE_55/2020-12-14","Canada_Quebec",188,"Canada_Ontario",0.631945628926768
25,"Canada/fake_32/2020/EPI_ISL_FAKE_32/2020-11-16","Canada_Ontario",187,"Canada_Ontario",0.631945785323885
28,"Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17","Canada_Ontario",191,"Canada_Ontario",0.768101088440719
29,"Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08","Canada_Ontario",191,"Canada_Ontario",0.768101088440719
30,"Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26","Canada_Quebec",190,"Canada_Ontario",0.680666819555392
34,"Canada/fake_16/2020/EPI_ISL_FAKE_16/2020-10-14","Canada_Ontario",194,"Canada_Ontario",0.853574424018565
35,"Canada/fake_50/2020/EPI_ISL_FAKE_50/2020-12-12","Canada_Ontario",195,"Canada_Ontario",0.853574413921287
36,"Canada/fake_38/2020/EPI_ISL_FAKE_38/2020-11-28","Canada_Nova Scotia",196,"Canada_Nova Scotia",0.557359592523211
37,"Canada/fake_128/2021/EPI_ISL_FAKE_128/2021-01-25","Canada_Quebec",196,"Canada_Nova Scotia",0.557359592523211
41,"Canada/fake_161/2021/EPI_ISL_FAKE_161/2021-02-05","Canada_Ontario",179,"Canada_Ontario",0.928462708457822
42,"Canada/fake_49/2020/EPI_ISL_FAKE_49/2020-12-12","Canada_Ontario",178,"Canada_Ontario",0.928462715802927
44,"Canada/fake_8/2020/EPI_ISL_FAKE_8/2020-08-20","Canada_British Columbia",174,"Canada_British Columbia",0.52225527862392
46,"Canada/fake_79/2021/EPI_ISL_FAKE_79/2021-01-05","Canada_Alberta",176,"Canada_Alberta",0.261955899910955
47,"Canada/fake_91/2021/EPI_ISL_FAKE_91/2021-01-10","Canada_Alberta",177,"Canada_Alberta",0.393017254045455
48,"Canada/fake_101/2021/EPI_ISL_FAKE_101/2021-01-16","Canada_Nova Scotia",177,"Canada_Alberta",0.393017254045455
49,"Canada/fake_66/2020/EPI_ISL_FAKE_66/2020-12-24","Canada_Alberta",227,"USA",0.498485133948776
51,"Canada/fake_27/2020/EPI_ISL_FAKE_27/2020-11-05","Canada_Quebec",222,"USA",0.481606840289569
53,"Canada/fake_82/2021/EPI_ISL_FAKE_82/2021-01-05","Canada_Nova Scotia",224,"Canada_Nova Scotia",0.999999766901814
54,"Canada/fake_173/2021/EPI_ISL_FAKE_173/2021-02-08","Canada_Ontario",225,"Canada_Ontario",0.994806201336248
55,"Canada/fake_191/2021/EPI_ISL_FAKE_191/2021-02-13","Canada_Ontario",225,"Canada_Ontario",0.994806201336248
57,"Canada/fake_44/2020/EPI_ISL_FAKE_44/2020-12-05","Canada_Quebec",231,"Thailand",0.25887003144152
58,"Canada/fake_63/2020/EPI_ISL_FAKE_63/2020-12-24","Canada_Ontario",230,"Canada_Ontario",0.996338041428429
59,"Canada/fake_68/2020/EPI_ISL_FAKE_68/2020-12-26","Canada_Ontario",230,"Canada_Ontario",0.996338041428429
62,"Canada/fake_76/2021/EPI_ISL_FAKE_76/2021-01-03","Canada_Alberta",257,"Netherlands",0.343101586522819
64,"Canada/fake_148/2021/EPI_ISL_FAKE_148/2021-02-02","Canada_Ontario",257,"Netherlands",0.343101586522819
69,"Canada/fake_86/2021/EPI_ISL_FAKE_86/2021-01-08","Canada_Alberta",253,"Canada_Alberta",0.352450941731032
70,"Canada/fake_175/2021/EPI_ISL_FAKE_175/2021-02-09","Canada_Ontario",253,"Canada_Alberta",0.352450941731032
72,"Canada/fake_42/2020/EPI_ISL_FAKE_42/2020-12-01","Canada_Quebec",234,"Canada_Quebec",0.250893699942129
73,"Canada/fake_80/2021/EPI_ISL_FAKE_80/2021-01-05","Canada_Alberta",234,"Canada_Quebec",0.250893699942129
74,"Canada/fake_33/2020/EPI_ISL_FAKE_33/2020-11-19","Canada_Manitoba",236,"Canada_Alberta",0.785594926673777
