tip	date	distance	residual
Canada/fake_169/2021/EPI_ISL_FAKE_169/2021-02-07	2021.1013698630136	5.83327E-4	-4.09793728990451E-5
Canada/fake_146/2021/EPI_ISL_FAKE_146/2021-02-01	2021.0849315068492	5.103780000000001E-4	-1.139287487586123E-4
Canada/fake_48/2020/EPI_ISL_FAKE_48/2020-12-12	2020.9453551912568	3.6457100000000006E-4	-2.597389401418058E-4
Canada/fake_53/2020/EPI_ISL_FAKE_53/2020-12-14	2020.950819672131	4.7392600000000006E-4	-1.503838151975963E-4
Canada/fake_127/2021/EPI_ISL_FAKE_127/2021-01-25	2021.0657534246575	6.562170000000001E-4	3.1909812738559066E-5
USA/fake_181/2021/EPI_ISL_FAKE_181/2021-02-10	2021.109589041096	6.56218E-4	3.1911815030738564E-5
Canada/fake_164/2021/EPI_ISL_FAKE_164/2021-02-06	2021.0986301369862	5.103900000000001E-4	-1.1391643554230625E-4
Canada/fake_167/2021/EPI_ISL_FAKE_167/2021-02-06	2021.0986301369862	5.103910000000001E-4	-1.1391543554230624E-4
Canada/fake_67/2020/EPI_ISL_FAKE_67/2020-12-26	2020.983606557377	5.103920000000001E-4	-1.1391706553233894E-4
UnitedKingdom/fake_185/2021/EPI_ISL_FAKE_185/2021-02-12	2021.1150684931506	6.926899999999999E-4	6.838394031726089E-5
Portugal/fake_94/2021/EPI_ISL_FAKE_94/2021-01-13	2021.0328767123287	4.7393700000000007E-4	-1.5037093898057568E-4
Portugal/fake_47/2020/EPI_ISL_FAKE_47/2020-12-12	2020.9453551912568	4.7392700000000007E-4	-1.5038294014180578E-4
Canada/fake_115/2021/EPI_ISL_FAKE_115/2021-01-22	2021.0575342465754	5.103850000000001E-4	-1.1392237519122458E-4
USA/fake_180/2021/EPI_ISL_FAKE_180/2021-02-10	2021.109589041096	6.92727E-4	6.842081503073856E-5
Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07	2021.0164383561644	4.0100000000000004E-4	-2.2330831484014302E-4
Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01	2020.5819672131147	1.45826E-4	-4.784922489317407E-4
Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13	2020.5300546448088	1.8227899999999998E-4	-4.420404359017313E-4
UnitedKingdom/fake_7/2020/EPI_ISL_FAKE_7/2020-08-13	2020.6147540983607	2.55188E-4	-3.691294992664834E-4
Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26	2020.8169398907103	3.280890000000001E-4	-2.962238763307301E-4
Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17	2021.0438356164384	6.562349999999999E-4	3.192731159246912E-5
Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08	2021.1041095890412	4.374610000000001E-4	-1.8684531025578378E-4
Canada/fake_125/2021/EPI_ISL_FAKE_125/2021-01-24	2021.0630136986301	7.291779999999999E-4	1.0487075009529769E-4
