tip	date	distance	residual
Canada/fake_146/2021/EPI_ISL_FAKE_146/2021-02-01	2021.0849315068492	5.10028E-4	-1.1762760079503647E-4
Canada/fake_48/2020/EPI_ISL_FAKE_48/2020-12-12	2020.9453551912568	3.6432E-4	-2.6333852981710675E-4
Canada/fake_53/2020/EPI_ISL_FAKE_53/2020-12-14	2020.950819672131	4.736E-4	-1.5405841514446318E-4
Canada/fake_127/2021/EPI_ISL_FAKE_127/2021-01-25	2021.0657534246575	6.55768E-4	2.8111996751110403E-5
USA/fake_181/2021/EPI_ISL_FAKE_181/2021-02-10	2021.109589041096	6.557690000000001E-4	2.8113916645631652E-5
Canada/fake_67/2020/EPI_ISL_FAKE_67/2020-12-26	2020.983606557377	5.10046E-4	-1.1761172710860206E-4
UnitedKingdom/fake_185/2021/EPI_ISL_FAKE_185/2021-02-12	2021.1150684931506	6.92221E-4	6.456603163244683E-5
Canada/fake_164/2021/EPI_ISL_FAKE_164/2021-02-06	2021.0986301369862	5.100450000000001E-4	-1.1761031332799862E-4
Canada/fake_167/2021/EPI_ISL_FAKE_167/2021-02-06	2021.0986301369862	5.10046E-4	-1.1760931332799871E-4
Portugal/fake_94/2021/EPI_ISL_FAKE_94/2021-01-13	2021.0328767123287	4.73614E-4	-1.5404269316978054E-4
UnitedKingdom/fake_200/2021/EPI_ISL_FAKE_200/2021-02-18	2021.131506849315	6.19369E-4	-8.285623407107748E-6
USA/fake_180/2021/EPI_ISL_FAKE_180/2021-02-10	2021.109589041096	6.92265E-4	6.460991664563156E-5
Canada/fake_169/2021/EPI_ISL_FAKE_169/2021-02-07	2021.1013698630136	5.82928E-4	-4.472725583459108E-5
Portugal/fake_47/2020/EPI_ISL_FAKE_47/2020-12-12	2020.9453551912568	4.736060000000001E-4	-1.5405252981710665E-4
Canada/fake_115/2021/EPI_ISL_FAKE_115/2021-01-22	2021.0575342465754	5.100390000000001E-4	-1.1761717572911223E-4
Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07	2021.0164383561644	4.0072800000000004E-4	-2.2692903813022593E-4
Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01	2020.5819672131147	1.4572699999999998E-4	-4.819391555479012E-4
Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13	2020.5300546448088	1.8215499999999998E-4	-4.455122449380147E-4
UnitedKingdom/fake_7/2020/EPI_ISL_FAKE_7/2020-08-13	2020.6147540983607	2.55015E-4	-3.7265046751204007E-4
Canada/fake_55/2020/EPI_ISL_FAKE_55/2020-12-14	2020.950819672131	4.0072700000000014E-4	-2.2693141514446306E-4
Canada/fake_32/2020/EPI_ISL_FAKE_32/2020-11-16	2020.8743169398906	2.9144300000000006E-4	-3.3621702056147254E-4
UnitedKingdom/fake_22/2020/EPI_ISL_FAKE_22/2020-10-26	2020.8169398907103	2.9144800000000003E-4	-3.362132246242295E-4
USA/fake_69/2020/EPI_ISL_FAKE_69/2020-12-27	2020.9863387978141	4.735970000000001E-4	-1.540606697722802E-4
Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26	2020.8169398907103	3.2786700000000013E-4	-2.997942246242294E-4
Canada/fake_125/2021/EPI_ISL_FAKE_125/2021-01-24	2021.0630136986301	7.28686E-4	1.0102993925770285E-4
Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17	2021.0438356164384	6.55793E-4	2.8136536803849747E-5
Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08	2021.1041095890412	4.3716700000000013E-4	-1.9048819834118337E-4
USA/fake_15/2020/EPI_ISL_FAKE_15/2020-10-13	2020.7814207650274	5.100470000000001E-4	-1.1761496999641234E-4
USA/fake_51/2020/EPI_ISL_FAKE_51/2020-12-13	2020.948087431694	5.100160000000001E-4	-1.1764247248078491E-4
Canada/fake_50/2020/EPI_ISL_FAKE_50/2020-12-12	2020.9453551912568	6.557599999999999E-4	2.8101470182893156E-5
Canada/fake_38/2020/EPI_ISL_FAKE_38/2020-11-28	2020.9071038251366	5.82887E-4	-4.477233252561132E-5
Canada/fake_128/2021/EPI_ISL_FAKE_128/2021-01-25	2021.0657534246575	7.65061E-4	1.374049967511104E-4
Canada/fake_16/2020/EPI_ISL_FAKE_16/2020-10-14	2020.7841530054645	4.371580000000001E-4	-1.905039126600907E-4
Canada/fake_83/2021/EPI_ISL_FAKE_83/2021-01-07	2021.0164383561644	6.92286E-4	6.4628961869774E-5
Canada/fake_87/2021/EPI_ISL_FAKE_87/2021-01-08	2021.0191780821917	9.47431E-4	3.197740193631816E-4
Canada/fake_88/2021/EPI_ISL_FAKE_88/2021-01-09	2021.021917808219	6.558439999999999E-4	2.8187076856589065E-5
Spain/fake_112/2021/EPI_ISL_FAKE_112/2021-01-21	2021.054794520548	6.922479999999999E-4	6.459176677747996E-5
Canada/fake_57/2020/EPI_ISL_FAKE_57/2020-12-17	2020.9590163934427	6.19357E-4	-8.301243135497901E-6
Canada/fake_166/2021/EPI_ISL_FAKE_166/2021-02-06	2021.0986301369862	8.37958E-4	2.1030268667200126E-4
France/fake_195/2021/EPI_ISL_FAKE_195/2021-02-16	2021.1260273972603	5.82925E-4	-4.472973839392291E-5
Spain/fake_9/2020/EPI_ISL_FAKE_9/2020-09-06	2020.6803278688524	5.10037E-4	-1.176270914403178E-4
UnitedKingdom/fake_70/2020/EPI_ISL_FAKE_70/2020-12-27	2020.9863387978141	6.55808E-4	2.8150330227719742E-5
Canada/fake_49/2020/EPI_ISL_FAKE_49/2020-12-12	2020.9453551912568	8.380439999999999E-4	2.1038547018289316E-4
Canada/fake_161/2021/EPI_ISL_FAKE_161/2021-02-05	2021.0958904109589	9.83811E-4	3.561556291785937E-4
Canada/fake_8/2020/EPI_ISL_FAKE_8/2020-08-20	2020.6338797814208	2.55023E-4	-3.726420661577877E-4
UnitedKingdom/fake_23/2020/EPI_ISL_FAKE_23/2020-10-27	2020.8196721311476	4.00732E-4	-2.2692916728790776E-4
Canada/fake_79/2021/EPI_ISL_FAKE_79/2021-01-05	2021.0109589041097	7.65077E-4	1.374198468829588E-4
