tip	date	distance	residual
Canada/fake_164/2021/EPI_ISL_FAKE_164/2021-02-06	2021.0986301369862	5.102830000000002E-4	-1.1564424642454638E-4
Canada/fake_167/2021/EPI_ISL_FAKE_167/2021-02-06	2021.0986301369862	5.102830000000002E-4	-1.1564424642454638E-4
Canada/fake_169/2021/EPI_ISL_FAKE_169/2021-02-07	2021.1013698630136	5.83199E-4	-4.272818618119233E-5
Portugal/fake_94/2021/EPI_ISL_FAKE_94/2021-01-13	2021.0328767123287	4.7383000000000006E-4	-1.5209869226504675E-4
UnitedKingdom/fake_200/2021/EPI_ISL_FAKE_200/2021-02-18	2021.131506849315	6.1965E-4	-6.2765235042963824E-6
USA/fake_180/2021/EPI_ISL_FAKE_180/2021-02-10	2021.109589041096	6.92577E-4	6.664999454887024E-5
Portugal/fake_47/2020/EPI_ISL_FAKE_47/2020-12-12	2020.9453551912568	4.73827E-4	-1.5210361676039406E-4
Canada/fake_115/2021/EPI_ISL_FAKE_115/2021-01-22	2021.0575342465754	5.10276E-4	-1.1565215007485917E-4
Canada/fake_146/2021/EPI_ISL_FAKE_146/2021-02-01	2021.0849315068492	5.102560000000001E-4	-1.1567154764131741E-4
Canada/fake_48/2020/EPI_ISL_FAKE_48/2020-12-12	2020.9453551912568	3.6448100000000005E-4	-2.6144961676039403E-4
Canada/fake_53/2020/EPI_ISL_FAKE_53/2020-12-14	2020.950819672131	4.7381100000000003E-4	-1.5211949660288434E-4
Canada/fake_127/2021/EPI_ISL_FAKE_127/2021-01-25	2021.0657534246575	6.56062E-4	3.013403065520333E-5
USA/fake_181/2021/EPI_ISL_FAKE_181/2021-02-10	2021.109589041096	6.560629999999999E-4	3.013599454887016E-5
Canada/fake_67/2020/EPI_ISL_FAKE_67/2020-12-26	2020.983606557377	5.102790000000001E-4	-1.1565077565782597E-4
Canada/fake_84/2021/EPI_ISL_FAKE_84/2021-01-07	2021.0164383561644	4.0091100000000005E-4	-2.2501805372517183E-4
Canada/fake_4/2020/EPI_ISL_FAKE_4/2020-08-01	2020.5819672131147	1.45794E-4	-4.801446072347893E-4
Canada/fake_3/2020/EPI_ISL_FAKE_3/2020-07-13	2020.5300546448088	1.82238E-4	-4.4370174873113147E-4
UnitedKingdom/fake_7/2020/EPI_ISL_FAKE_7/2020-08-13	2020.6147540983607	2.55132E-4	-3.708058862897311E-4
Canada/fake_83/2021/EPI_ISL_FAKE_83/2021-01-07	2021.0164383561644	6.926019999999998E-4	6.667294627482796E-5
Canada/fake_87/2021/EPI_ISL_FAKE_87/2021-01-08	2021.0191780821917	9.478619999999998E-4	3.219330065181821E-4
Canada/fake_88/2021/EPI_ISL_FAKE_88/2021-01-09	2021.021917808219	6.561449999999999E-4	3.0216066761536305E-5
Spain/fake_112/2021/EPI_ISL_FAKE_112/2021-01-21	2021.054794520548	6.925509999999998E-4	6.662278968178645E-5
Italy/fake_132/2021/EPI_ISL_FAKE_132/2021-01-26	2021.0684931506848	6.561129999999998E-4	3.01850908985573E-5
Canada/fake_57/2020/EPI_ISL_FAKE_57/2020-12-17	2020.9590163934427	6.196379999999998E-4	-6.29231636661994E-6
Canada/fake_166/2021/EPI_ISL_FAKE_166/2021-02-06	2021.0986301369862	8.383389999999998E-4	2.1241175357545326E-4
Canada/fake_55/2020/EPI_ISL_FAKE_55/2020-12-14	2020.950819672131	4.009090000000001E-4	-2.250214966028843E-4
Canada/fake_32/2020/EPI_ISL_FAKE_32/2020-11-16	2020.8743169398906	2.91577E-4	-3.343551788080202E-4
UnitedKingdom/fake_22/2020/EPI_ISL_FAKE_22/2020-10-26	2020.8169398907103	2.9158200000000003E-4	-3.343514404618721E-4
USA/fake_69/2020/EPI_ISL_FAKE_69/2020-12-27	2020.9863387978141	4.7381300000000007E-4	-1.521167155790712E-4
Canada/fake_106/2021/EPI_ISL_FAKE_106/2021-01-17	2021.0438356164384	6.560839999999999E-4	3.0155548708369782E-5
Canada/fake_174/2021/EPI_ISL_FAKE_174/2021-02-08	2021.1041095890412	4.3735800000000005E-4	-1.885691259378381E-4
Canada/fake_21/2020/EPI_ISL_FAKE_21/2020-10-26	2020.8169398907103	3.2802000000000005E-4	-2.9791344046187207E-4
Canada/fake_125/2021/EPI_ISL_FAKE_125/2021-01-24	2021.0630136986301	7.290129999999999E-4	1.0308497041184911E-4
USA/fake_15/2020/EPI_ISL_FAKE_15/2020-10-13	2020.7814207650274	5.102780000000001E-4	-1.1565622148568505E-4
USA/fake_51/2020/EPI_ISL_FAKE_51/2020-12-13	2020.948087431694	5.10246E-4	-1.1568455668163917E-4
UnitedKingdom/fake_153/2021/EPI_ISL_FAKE_153/2021-02-02	2021.0876712328768	5.831409999999999E-4	-4.2786487397963304E-5
Canada/fake_16/2020/EPI_ISL_FAKE_16/2020-10-14	2020.7841530054645	4.3735600000000007E-4	-1.8857816140693026E-4
Canada/fake_50/2020/EPI_ISL_FAKE_50/2020-12-12	2020.9453551912568	6.560569999999998E-4	3.0126383239605743E-5
Canada/fake_38/2020/EPI_ISL_FAKE_38/2020-11-28	2020.9071038251366	5.831519999999998E-4	-4.277945786296223E-5
Canada/fake_128/2021/EPI_ISL_FAKE_128/2021-01-25	2021.0657534246575	7.654069999999998E-4	1.3947903065520317E-4
France/fake_195/2021/EPI_ISL_FAKE_195/2021-02-16	2021.1260273972603	5.831899999999999E-4	-4.273664399100476E-5
Spain/fake_9/2020/EPI_ISL_FAKE_9/2020-09-06	2020.6803278688524	5.10267E-4	-1.1566944439961465E-4
